form,tags
abandonne,"['first-person', 'indicative', 'present', 'singular']"
abandonne,"['first-person', 'present', 'singular', 'subjunctive']"
abandonnent,"['indicative', 'plural', 'present', 'third-person']"
abandonnent,"['plural', 'present', 'subjunctive', 'third-person']"
abandonner,['infinitive']
abandonner à son sort,
abandonnera,"['future', 'indicative', 'singular', 'third-person']"
abandonnerai,"['first-person', 'future', 'indicative', 'singular']"
abandonneraient,"['conditional', 'plural', 'third-person']"
abandonnerais,"['conditional', 'second-person', 'singular']"
abandonnerais,"['conditional', 'first-person', 'singular']"
abandonnerait,"['conditional', 'singular', 'third-person']"
abandonneras,"['future', 'indicative', 'second-person', 'singular']"
abandonnerez,"['future', 'indicative', 'plural', 'second-person']"
abandonneriez,"['conditional', 'plural', 'second-person']"
abandonnerions,"['conditional', 'first-person', 'plural']"
abandonnerons,"['first-person', 'future', 'indicative', 'plural']"
abandonneront,"['future', 'indicative', 'plural', 'third-person']"
abandonnes,"['indicative', 'present', 'second-person', 'singular']"
abandonnes,"['present', 'second-person', 'singular', 'subjunctive']"
abandonnez,"['indicative', 'plural', 'present', 'second-person']"
abandonnez,"['imperative', 'plural', 'second-person']"
abandonniez,"['plural', 'present', 'second-person', 'subjunctive']"
abandonniez,"['imperfect', 'indicative', 'plural', 'second-person']"
abandonnions,"['first-person', 'plural', 'present', 'subjunctive']"
abandonnions,"['first-person', 'imperfect', 'indicative', 'plural']"
abandonnons,"['first-person', 'imperative', 'plural']"
abandonnons,"['first-person', 'indicative', 'plural', 'present']"
abandonnâmes,"['first-person', 'historic', 'indicative', 'past', 'plural']"
abandonnât,"['imperfect', 'singular', 'subjunctive', 'third-person']"
abandonnâtes,"['historic', 'indicative', 'past', 'plural', 'second-person']"
abandonnèrent,"['historic', 'indicative', 'past', 'plural', 'third-person']"
abandonné,"['participle', 'past']"
abandonnée,"['feminine', 'singular']"
abandonnées,"['feminine', 'plural']"
abandonnés,"['masculine', 'plural']"
abandouna,"['historic', 'indicative', 'past', 'singular', 'third-person']"
abandounai,"['first-person', 'historic', 'indicative', 'past', 'singular']"
abandounaient,"['imperfect', 'indicative', 'plural', 'third-person']"
abandounais,"['imperfect', 'indicative', 'second-person', 'singular']"
abandounais,"['first-person', 'imperfect', 'indicative', 'singular']"
abandounait,"['imperfect', 'indicative', 'singular', 'third-person']"
abandounant,"['gerund', 'participle', 'present']"
abandounas,"['historic', 'indicative', 'past', 'second-person', 'singular']"
abandounasse,"['first-person', 'imperfect', 'singular', 'subjunctive']"
abandounassent,"['imperfect', 'plural', 'subjunctive', 'third-person']"
abandounasses,"['imperfect', 'second-person', 'singular', 'subjunctive']"
abandounassiez,"['imperfect', 'plural', 'second-person', 'subjunctive']"
abandounassions,"['first-person', 'imperfect', 'plural', 'subjunctive']"
abandoune,"['imperative', 'second-person', 'singular']"
abandoune,"['present', 'singular', 'subjunctive', 'third-person']"
abandoune,"['first-person', 'present', 'singular', 'subjunctive']"
abandoune,"['indicative', 'present', 'singular', 'third-person']"
abandoune,"['first-person', 'indicative', 'present', 'singular']"
abandounent,"['plural', 'present', 'subjunctive', 'third-person']"
abandounent,"['indicative', 'plural', 'present', 'third-person']"
abandouner,['infinitive']
abandounera,"['future', 'indicative', 'singular', 'third-person']"
abandounerai,"['first-person', 'future', 'indicative', 'singular']"
abandouneraient,"['conditional', 'plural', 'third-person']"
abandounerais,"['conditional', 'second-person', 'singular']"
abandounerais,"['conditional', 'first-person', 'singular']"
abandounerait,"['conditional', 'singular', 'third-person']"
abandouneras,"['future', 'indicative', 'second-person', 'singular']"
abandounerez,"['future', 'indicative', 'plural', 'second-person']"
abandouneriez,"['conditional', 'plural', 'second-person']"
abandounerions,"['conditional', 'first-person', 'plural']"
abandounerons,"['first-person', 'future', 'indicative', 'plural']"
abandouneront,"['future', 'indicative', 'plural', 'third-person']"
abandounes,"['indicative', 'present', 'second-person', 'singular']"
abandounes,"['present', 'second-person', 'singular', 'subjunctive']"
abandounez,"['imperative', 'plural', 'second-person']"
abandounez,"['indicative', 'plural', 'present', 'second-person']"
abandouniez,"['plural', 'present', 'second-person', 'subjunctive']"
abandouniez,"['imperfect', 'indicative', 'plural', 'second-person']"
abandounions,"['first-person', 'plural', 'present', 'subjunctive']"
abandounions,"['first-person', 'imperfect', 'indicative', 'plural']"
abandounons,"['first-person', 'imperative', 'plural']"
abandounons,"['first-person', 'indicative', 'plural', 'present']"
abandounâmes,"['first-person', 'historic', 'indicative', 'past', 'plural']"
abandounât,"['imperfect', 'singular', 'subjunctive', 'third-person']"
abandounâtes,"['historic', 'indicative', 'past', 'plural', 'second-person']"
abandounèrent,"['historic', 'indicative', 'past', 'plural', 'third-person']"
abandouné,"['participle', 'past']"
abandounée,"['feminine', 'singular']"
abandounées,"['feminine', 'plural']"
abandounés,"['masculine', 'plural']"
abasourdi,"['participle', 'past']"
abasourdie,"['feminine', 'singular']"
abasourdies,"['feminine', 'plural']"
abasourdir,['infinitive']
abasourdira,"['future', 'indicative', 'singular', 'third-person']"
abasourdirai,"['first-person', 'future', 'indicative', 'singular']"
abasourdiraient,"['conditional', 'plural', 'third-person']"
abasourdirais,"['conditional', 'second-person', 'singular']"
abasourdirais,"['conditional', 'first-person', 'singular']"
abasourdirait,"['conditional', 'singular', 'third-person']"
abasourdiras,"['future', 'indicative', 'second-person', 'singular']"
abasourdirent,"['historic', 'indicative', 'past', 'plural', 'third-person']"
abasourdirez,"['future', 'indicative', 'plural', 'second-person']"
abasourdiriez,"['conditional', 'plural', 'second-person']"
abasourdirions,"['conditional', 'first-person', 'plural']"
abasourdirons,"['first-person', 'future', 'indicative', 'plural']"
abasourdiront,"['future', 'indicative', 'plural', 'third-person']"
abasourdis,"['imperative', 'second-person', 'singular']"
abasourdis,"['historic', 'indicative', 'past', 'second-person', 'singular']"
abasourdis,"['masculine', 'plural']"
abasourdis,"['first-person', 'historic', 'indicative', 'past', 'singular']"
abasourdis,"['indicative', 'present', 'second-person', 'singular']"
abasourdis,"['first-person', 'indicative', 'present', 'singular']"
abasourdissaient,"['imperfect', 'indicative', 'plural', 'third-person']"
abasourdissais,"['first-person', 'imperfect', 'indicative', 'singular']"
abasourdissais,"['imperfect', 'indicative', 'second-person', 'singular']"
abasourdissait,"['imperfect', 'indicative', 'singular', 'third-person']"
abasourdissant,"['gerund', 'participle', 'present']"
abasourdisse,"['present', 'singular', 'subjunctive', 'third-person']"
abasourdisse,"['first-person', 'present', 'singular', 'subjunctive']"
abasourdisse,"['first-person', 'imperfect', 'singular', 'subjunctive']"
abasourdissent,"['plural', 'present', 'subjunctive', 'third-person']"
abasourdissent,"['indicative', 'plural', 'present', 'third-person']"
abasourdissent,"['imperfect', 'plural', 'subjunctive', 'third-person']"
abasourdisses,"['imperfect', 'second-person', 'singular', 'subjunctive']"
abasourdisses,"['present', 'second-person', 'singular', 'subjunctive']"
abasourdissez,"['indicative', 'plural', 'present', 'second-person']"
abasourdissez,"['imperative', 'plural', 'second-person']"
abasourdissiez,"['plural', 'present', 'second-person', 'subjunctive']"
abasourdissiez,"['imperfect', 'plural', 'second-person', 'subjunctive']"
abasourdissiez,"['imperfect', 'indicative', 'plural', 'second-person']"
abasourdissions,"['first-person', 'imperfect', 'plural', 'subjunctive']"
abasourdissions,"['first-person', 'plural', 'present', 'subjunctive']"
abasourdissions,"['first-person', 'imperfect', 'indicative', 'plural']"
abasourdissons,"['first-person', 'imperative', 'plural']"
abasourdissons,"['first-person', 'indicative', 'plural', 'present']"
abasourdit,"['indicative', 'present', 'singular', 'third-person']"
abasourdit,"['historic', 'indicative', 'past', 'singular', 'third-person']"
abasourdîmes,"['first-person', 'historic', 'indicative', 'past', 'plural']"
abasourdît,"['imperfect', 'singular', 'subjunctive', 'third-person']"
abasourdîtes,"['historic', 'indicative', 'past', 'plural', 'second-person']"
abat,"['indicative', 'present', 'singular', 'third-person']"
abats,"['first-person', 'indicative', 'present', 'singular']"
abats,"['imperative', 'second-person', 'singular']"
abats,"['indicative', 'present', 'second-person', 'singular']"
abattaient,"['imperfect', 'indicative', 'plural', 'third-person']"
abattais,"['imperfect', 'indicative', 'second-person', 'singular']"
abattais,"['first-person', 'imperfect', 'indicative', 'singular']"
abattait,"['imperfect', 'indicative', 'singular', 'third-person']"
abattant,"['gerund', 'participle', 'present']"
abatte,"['first-person', 'present', 'singular', 'subjunctive']"
abatte,"['present', 'singular', 'subjunctive', 'third-person']"
abattent,"['plural', 'present', 'subjunctive', 'third-person']"
abattent,"['indicative', 'plural', 'present', 'third-person']"
abattes,"['present', 'second-person', 'singular', 'subjunctive']"
abattez,"['indicative', 'plural', 'present', 'second-person']"
abattez,"['imperative', 'plural', 'second-person']"
abattiez,"['imperfect', 'indicative', 'plural', 'second-person']"
abattiez,"['plural', 'present', 'second-person', 'subjunctive']"
abattions,"['first-person', 'imperfect', 'indicative', 'plural']"
abattions,"['first-person', 'plural', 'present', 'subjunctive']"
abattirent,"['historic', 'indicative', 'past', 'plural', 'third-person']"
abattis,"['first-person', 'historic', 'indicative', 'past', 'singular']"
abattis,"['historic', 'indicative', 'past', 'second-person', 'singular']"
abattisse,"['first-person', 'imperfect', 'singular', 'subjunctive']"
abattissent,"['imperfect', 'plural', 'subjunctive', 'third-person']"
abattisses,"['imperfect', 'second-person', 'singular', 'subjunctive']"
abattissiez,"['imperfect', 'plural', 'second-person', 'subjunctive']"
abattissions,"['first-person', 'imperfect', 'plural', 'subjunctive']"
abattit,"['historic', 'indicative', 'past', 'singular', 'third-person']"
abattons,"['first-person', 'indicative', 'plural', 'present']"
abattons,"['first-person', 'imperative', 'plural']"
abattra,"['future', 'indicative', 'singular', 'third-person']"
abattrai,"['first-person', 'future', 'indicative', 'singular']"
abattraient,"['conditional', 'plural', 'third-person']"
abattrais,"['conditional', 'second-person', 'singular']"
abattrais,"['conditional', 'first-person', 'singular']"
abattrait,"['conditional', 'singular', 'third-person']"
abattras,"['future', 'indicative', 'second-person', 'singular']"
abattre,['infinitive']
abattre ses cartes,
abattre son jeu,
abattrez,"['future', 'indicative', 'plural', 'second-person']"
abattriez,"['conditional', 'plural', 'second-person']"
abattrions,"['conditional', 'first-person', 'plural']"
abattrons,"['first-person', 'future', 'indicative', 'plural']"
abattront,"['future', 'indicative', 'plural', 'third-person']"
abattu,"['participle', 'past']"
abattue,"['feminine', 'singular']"
abattues,"['feminine', 'plural']"
abattus,"['masculine', 'plural']"
abattîmes,"['first-person', 'historic', 'indicative', 'past', 'plural']"
abattît,"['imperfect', 'singular', 'subjunctive', 'third-person']"
abattîtes,"['historic', 'indicative', 'past', 'plural', 'second-person']"
abaya,"['historic', 'indicative', 'past', 'singular', 'third-person']"
abayai,"['first-person', 'historic', 'indicative', 'past', 'singular']"
abayaient,"['imperfect', 'indicative', 'plural', 'third-person']"
abayais,"['imperfect', 'indicative', 'second-person', 'singular']"
abayais,"['first-person', 'imperfect', 'indicative', 'singular']"
abayait,"['imperfect', 'indicative', 'singular', 'third-person']"
abayant,"['gerund', 'participle', 'present']"
abayas,"['historic', 'indicative', 'past', 'second-person', 'singular']"
abayasse,"['first-person', 'imperfect', 'singular', 'subjunctive']"
abayassent,"['imperfect', 'plural', 'subjunctive', 'third-person']"
abayasses,"['imperfect', 'second-person', 'singular', 'subjunctive']"
abayassiez,"['imperfect', 'plural', 'second-person', 'subjunctive']"
abayassions,"['first-person', 'imperfect', 'plural', 'subjunctive']"
abaye,"['imperative', 'second-person', 'singular']"
abaye,"['present', 'singular', 'subjunctive', 'third-person']"
abaye,"['first-person', 'present', 'singular', 'subjunctive']"
abaye,"['indicative', 'present', 'singular', 'third-person']"
abaye,"['first-person', 'indicative', 'present', 'singular']"
abayent,"['plural', 'present', 'subjunctive', 'third-person']"
abayent,"['indicative', 'plural', 'present', 'third-person']"
abayer,['infinitive']
abayera,"['future', 'indicative', 'singular', 'third-person']"
abayerai,"['first-person', 'future', 'indicative', 'singular']"
abayeraient,"['conditional', 'plural', 'third-person']"
abayerais,"['conditional', 'first-person', 'singular']"
abayerais,"['conditional', 'second-person', 'singular']"
abayerait,"['conditional', 'singular', 'third-person']"
abayeras,"['future', 'indicative', 'second-person', 'singular']"
abayerez,"['future', 'indicative', 'plural', 'second-person']"
abayeriez,"['conditional', 'plural', 'second-person']"
abayerions,"['conditional', 'first-person', 'plural']"
abayerons,"['first-person', 'future', 'indicative', 'plural']"
abayeront,"['future', 'indicative', 'plural', 'third-person']"
abayes,"['present', 'second-person', 'singular', 'subjunctive']"
abayes,"['indicative', 'present', 'second-person', 'singular']"
abayez,"['imperative', 'plural', 'second-person']"
abayez,"['indicative', 'plural', 'present', 'second-person']"
abayiez,"['plural', 'present', 'second-person', 'subjunctive']"
abayiez,"['imperfect', 'indicative', 'plural', 'second-person']"
abayions,"['first-person', 'plural', 'present', 'subjunctive']"
abayions,"['first-person', 'imperfect', 'indicative', 'plural']"
abayons,"['first-person', 'imperative', 'plural']"
abayons,"['first-person', 'indicative', 'plural', 'present']"
abayâmes,"['first-person', 'historic', 'indicative', 'past', 'plural']"
abayât,"['imperfect', 'singular', 'subjunctive', 'third-person']"
abayâtes,"['historic', 'indicative', 'past', 'plural', 'second-person']"
abayèrent,"['historic', 'indicative', 'past', 'plural', 'third-person']"
abayé,"['participle', 'past']"
abayée,"['feminine', 'singular']"
abayées,"['feminine', 'plural']"
abayés,"['masculine', 'plural']"
abaïa,"['historic', 'indicative', 'past', 'singular', 'third-person']"
abaïai,"['first-person', 'historic', 'indicative', 'past', 'singular']"
abaïaient,"['imperfect', 'indicative', 'plural', 'third-person']"
